100-4,163.89,58.48,-168.64,127.7,122.3,100.3,4.242,-0.828,1.897,38
100-5,168.47,37.01,-154.42,204.2,225.0,159.6,4.230,-0.980,0.538,65
100-0,-113.59,66.45,-131.43,148.0,303.2,217.8,2.088,-0.176,-0.619,93
100-1,-9.35,38.13,-67.67,275.8,268.5,-184.7,1.136,0.271,2.009,16
100-2,17.67,82.55,40.80,9.6,676.6,44.1,3.604,-0.291,2.562,40
100-3,-137.74,84.07,-118.40,99.5,928.7,164.0,4.025,-0.821,2.603,37
100-4,166.41,81.30,-166.83,-161.4,970.2,203.7,3.911,-0.124,1.196,38
100-5,-176.12,64.89,-140.51,-47.4,1047.4,298.9,3.740,0.670,-0.026,65
100-0,-75.52,58.37,-92.98,194.2,785.3,287.0,2.007,-0.507,-1.299,93
100-1,11.32,28.06,-56.85,551.7,256.2,-303.3,0.630,0.820,0.909,28
100-2,0.56,46.22,20.87,62.4,1180.9,161.4,3.970,-0.605,1.023,41
100-3,-16.85,51.04,2.27,40.9,1220.0,264.8,4.087,-0.538,0.383,37
100-4,-15.59,56.91,13.92,-100.6,1150.0,357.9,3.471,0.491,-0.394,38
100-5,-53.30,70.68,-8.98,-183.6,931.8,583.9,2.314,-0.359,-0.243,64
100-0,-37.37,26.76,-57.61,473.1,1381.2,284.7,0.941,0.381,-2.194,93
100-1,36.68,15.85,-45.18,558.9,63.0,-482.7,0.503,0.147,0.519,31
100-2,2.62,6.29,15.74,153.4,939.9,23.7,2.443,-0.128,-0.710,40
100-3,-13.55,10.99,3.21,86.1,928.8,256.2,2.865,0.326,-0.311,37
100-4,-21.08,21.40,13.15,-155.0,874.5,321.3,2.767,1.044,0.030,38
100-5,-50.54,37.85,0.79,-165.8,608.0,609.9,2.293,1.273,0.465,64
100-0,-20.76,-27.54,-40.78,359.3,1428.7,264.6,-1.686,1.315,-3.316,93
100-1,57.12,5.99,-33.81,579.6,-72.7,-396.1,0.302,-0.142,0.162,35
100-2,9.55,-22.72,11.48,210.5,797.5,38.0,2.096,-0.400,-0.666,40
100-3,-9.77,-20.47,2.58,135.5,801.0,176.2,2.231,-0.215,-0.784,37
100-4,-25.29,-10.83,16.61,-67.7,767.1,233.3,2.028,0.321,-0.934,38
100-5,-52.06,10.32,9.00,-124.0,738.8,457.0,1.830,0.692,-0.505,65
100-0,-15.71,-67.86,-34.25,238.9,1036.9,190.1,-1.297,0.448,-0.824,92
100-1,78.76,-6.17,-22.17,543.5,-284.9,-428.0,0.236,-0.545,-0.546,33
100-2,25.42,-45.50,1.65,359.8,582.4,28.2,1.124,-0.557,-2.279,40
100-3,0.44,-44.42,-1.57,336.2,588.1,118.6,1.128,0.117,-2.456,36
100-4,-26.02,-35.77,21.71,229.6,643.2,73.5,0.609,0.488,-2.033,38
100-5,-51.09,-11.52,21.23,192.5,654.5,77.0,0.948,0.695,-0.817,65
100-0,154.39,-80.51,160.86,254.9,484.8,338.7,-3.045,-0.485,-1.505,93
100-1,92.12,-12.45,-15.45,313.5,-95.5,189.3,-0.400,-0.977,-0.701,34
100-2,53.34,-57.82,-16.53,362.8,180.9,82.1,-1.144,-0.151,-3.854,35
100-3,20.91,-58.86,-9.60,381.0,142.7,75.3,-0.911,-0.200,-4.020,35
100-4,-20.51,-52.10,31.86,388.7,189.0,11.2,-1.370,-0.487,-4.114,38
100-5,-49.94,-27.67,46.77,361.1,537.6,-106.1,-1.701,-1.217,-4.341,65
100-0,90.71,-79.27,-119.96,323.2,-596.9,159.6,-1.728,1.019,-0.867,93
100-1,95.85,-1.92,-9.21,-64.1,-231.6,420.5,0.434,-0.322,0.279,33
100-2,56.00,-50.84,-7.39,132.2,-523.7,112.8,0.244,0.451,-1.898,35
100-3,27.64,-48.82,-5.06,145.7,-605.6,29.8,0.601,0.638,-2.330,36
100-4,-6.30,-43.61,30.06,301.1,-601.8,-19.3,0.276,0.727,-2.630,38
100-5,-31.41,-21.28,42.66,469.2,-789.1,-91.1,0.208,1.506,-2.136,65
100-0,25.91,-58.79,-48.76,-76.0,-1104.3,0.5,-1.941,0.728,-1.073,93
100-1,89.78,19.92,1.93,-319.9,-294.7,724.9,1.924,0.206,0.908,33
100-2,39.83,-29.97,15.87,-95.4,-976.6,119.5,2.581,-0.344,-0.906,36
100-3,19.98,-20.94,10.39,-37.0,-1081.3,-21.9,3.182,0.051,-0.959,36
100-4,2.37,-11.99,31.44,206.9,-1117.7,-89.7,3.168,1.060,-1.077,38
100-5,-15.93,16.33,33.65,319.0,-1297.8,-160.6,2.764,1.115,-1.156,65
100-0,8.75,-8.36,-29.02,-140.9,-1616.3,-25.9,-0.196,0.541,-2.362,93
100-1,80.54,46.79,9.52,-400.9,-186.0,712.9,2.184,0.817,0.841,31
100-2,31.75,6.38,34.90,-89.3,-1197.6,179.0,4.042,-0.197,0.494,37
100-3,17.63,20.87,24.15,-70.0,-1296.7,38.3,4.712,-0.184,0.631,35
100-4,11.73,31.88,41.35,176.7,-1334.8,-143.0,4.478,0.421,-0.085,38
100-5,-11.04,67.84,28.91,-181.6,-1304.2,-304.5,5.074,2.313,-1.233,64
100-0,3.54,46.30,-21.73,-252.8,-1437.7,-50.4,1.603,0.313,-2.515,93
100-1,67.96,71.94,11.06,-320.8,-219.2,560.9,2.119,1.731,1.953,32
100-2,35.97,46.62,56.08,-308.9,-1113.1,181.4,4.280,0.396,2.783,39
100-3,27.03,63.51,48.22,-333.4,-1150.8,-91.4,4.710,-0.853,2.164,36
100-4,49.25,70.89,86.97,-116.6,-1186.7,-212.5,4.970,-0.346,1.733,38
100-5,148.67,66.11,-160.99,-314.0,-1060.1,-363.7,5.577,-1.451,0.567,65
100-0,-127.10,84.22,-137.40,-490.8,-551.1,83.4,6.805,-2.947,-2.392,93
100-1,40.37,81.25,-10.31,-50.0,115.3,57.8,1.954,1.794,1.504,26
100-2,55.88,68.61,89.04,-121.2,-385.3,102.8,3.894,-0.706,4.452,40
100-3,104.29,77.30,136.53,-26.3,-226.2,45.6,4.242,-1.754,4.543,37
100-4,121.63,69.24,163.94,102.5,39.2,65.0,4.443,-1.435,3.868,37
100-5,152.35,51.91,-152.89,194.7,242.7,170.7,4.669,-1.949,1.247,64
100-0,-45.15,76.10,-55.57,236.4,344.7,121.1,1.863,-0.731,-0.520,93
100-1,45.96,74.37,-7.27,210.5,98.4,-261.6,1.569,0.962,1.097,28
100-2,40.42,63.85,70.46,110.3,687.7,-4.3,3.382,-0.137,2.195,42
100-3,38.11,76.37,65.10,151.4,876.0,153.4,3.703,-0.498,1.761,38
100-4,57.66,76.53,96.03,-3.5,856.0,233.8,3.673,0.219,0.839,38
100-5,175.62,79.16,-137.14,203.9,832.8,414.9,3.392,0.260,-0.354,64
100-0,-15.47,57.86,-36.05,362.3,930.1,43.4,1.675,0.103,-0.730,92
100-1,64.59,60.74,0.90,367.4,187.8,-458.2,1.080,0.906,0.609,31
100-2,24.92,38.29,45.45,100.9,881.9,-15.0,2.614,-0.041,0.221,41
100-3,8.80,47.39,27.31,124.2,929.9,140.7,2.898,-0.068,0.058,38
100-4,5.57,52.01,40.81,-44.8,839.0,241.4,2.521,0.575,-0.552,38
100-5,-37.68,68.94,6.63,10.5,716.3,393.0,1.816,0.726,-0.728,65
100-0,-0.29,17.26,-29.32,189.7,1326.1,-60.2,0.380,0.337,-1.237,93
100-1,78.67,42.64,4.08,279.4,19.3,-550.8,0.753,0.593,0.098,32
100-2,24.16,12.51,34.12,111.7,683.8,-80.8,1.419,0.164,-0.726,41
100-3,7.01,19.60,18.25,71.0,667.0,62.8,1.479,0.127,-1.124,37
100-4,-3.54,26.31,30.37,-79.9,641.1,179.4,1.244,0.658,-1.015,38
100-5,-35.18,45.94,10.69,-40.7,539.3,330.9,0.970,0.678,-0.687,65
100-0,-0.44,-30.60,-31.62,-162.3,1169.3,73.2,-1.844,0.123,-2.726,93
100-1,88.35,24.02,8.12,143.9,-79.0,-508.0,0.527,-0.274,0.292,32
100-2,26.41,-7.35,28.96,47.7,499.7,-120.1,0.626,-0.364,-0.840,41
100-3,8.43,0.55,14.49,45.1,499.3,13.0,0.499,-0.072,-1.024,36
100-4,-7.14,6.10,27.38,-85.2,523.9,110.0,0.161,0.339,-1.189,38
100-5,-34.95,26.02,14.69,-36.8,581.2,200.9,-0.176,0.860,-1.114,65
100-0,3.16,-57.43,-35.35,170.9,632.9,94.9,-1.615,-0.295,0.190,93
100-1,91.72,11.42,10.66,60.9,29.4,-146.3,0.048,-1.604,0.382,33
100-2,29.46,-23.52,22.85,44.2,456.0,-2.9,-0.468,-0.728,-2.046,40
100-3,9.97,-16.13,11.63,51.2,410.8,-21.4,-0.677,-0.086,-2.162,37
100-4,-8.24,-10.23,28.25,44.8,340.3,-26.4,-0.881,-0.072,-1.715,37
100-5,-33.35,12.88,23.41,17.3,245.0,-139.5,-0.901,-0.253,-1.046,65
100-0,17.58,-68.42,-47.45,-12.4,-179.9,48.5,-2.954,0.087,0.086,93
100-1,94.64,15.26,8.04,74.0,6.2,289.3,0.163,0.023,-0.659,31
100-2,33.66,-28.07,17.94,90.2,-177.0,42.5,-0.753,-0.091,-1.945,38
100-3,13.09,-19.75,11.39,113.2,-225.5,7.7,-0.600,-0.081,-1.882,36
100-4,-4.23,-11.78,30.58,181.5,-258.2,-50.7,-0.684,-0.193,-1.732,37
100-5,-28.55,15.19,27.57,249.5,-289.4,-148.1,-0.816,-0.027,-1.032,65
100-0,12.93,-47.25,-39.48,131.2,-838.3,49.7,-1.231,0.303,-0.405,93
100-1,94.78,28.00,11.58,-126.9,-50.1,418.2,1.092,0.152,0.577,31
100-2,33.49,-14.30,23.66,-1.2,-554.2,130.4,0.849,-0.162,-0.682,40
100-3,15.01,-3.46,15.08,26.3,-622.8,32.1,1.073,-0.061,-0.784,36
100-4,2.90,5.08,31.98,183.0,-603.3,-29.8,0.913,0.541,-1.079,38
100-5,-19.22,34.49,26.43,243.4,-653.8,-192.6,0.561,0.861,-1.168,65
100-0,12.55,-11.44,-33.70,-41.9,-1085.3,120.5,-0.058,0.689,-0.785,93
100-1,88.23,46.29,12.68,-255.8,4.2,592.6,1.543,0.249,0.635,33
100-2,30.50,9.33,30.93,-130.0,-768.1,211.3,2.018,-0.139,-0.208,40
100-3,14.44,21.67,19.86,-108.9,-858.6,49.5,2.443,0.023,-0.779,36
100-4,9.10,31.36,36.84,62.9,-936.2,-57.7,2.547,0.687,-1.243,37
100-5,-12.91,67.40,25.93,98.7,-1093.2,-202.9,2.290,0.861,-1.695,65
100-0,7.95,24.30,-31.69,-254.1,-935.9,119.7,0.422,0.112,-0.363,93
100-1,76.80,69.79,9.90,-211.9,-156.8,696.6,1.778,1.277,0.431,30
100-2,29.63,44.11,43.53,-246.6,-1380.3,176.4,3.453,-0.308,-1.476,41
100-3,19.85,62.75,34.76,-154.9,-1612.3,7.5,4.827,-0.665,-1.533,37
100-4,47.04,73.56,79.06,87.2,-1779.5,-128.0,4.851,0.815,-1.889,38
100-5,171.50,58.53,-146.79,-362.4,-1714.0,-377.6,5.112,1.590,-2.574,65
100-0,-12.36,60.78,-40.14,-554.9,-1228.3,211.5,1.122,-0.168,-1.073,93
100-1,77.65,87.74,17.71,-103.6,-58.7,285.6,1.966,-0.499,0.957,28
100-2,136.36,75.77,161.23,-97.1,-1085.8,324.9,5.176,0.126,2.366,41
100-3,163.96,60.20,-173.23,-32.9,-1016.1,65.1,5.798,-1.204,2.883,37
100-4,157.35,46.62,-168.90,117.8,-862.9,-56.1,5.378,-1.281,1.760,38
100-5,156.70,15.01,-153.63,-40.7,-539.7,-261.3,4.910,-1.775,-0.592,65
100-0,-119.51,72.12,-135.28,296.1,417.4,250.5,5.455,-2.499,-4.018,92
100-1,-84.17,83.51,-148.51,179.5,122.6,-38.5,2.229,2.905,1.135,27
100-2,173.93,64.02,-163.42,229.4,126.8,79.2,4.150,-0.129,0.976,40
100-3,176.93,48.01,-163.82,296.7,297.5,72.6,3.982,-0.862,0.049,38
100-4,168.93,41.14,-163.34,302.2,381.6,92.4,3.793,-0.664,-0.747,38
100-5,167.53,19.41,-152.33,417.0,456.4,241.2,3.302,-0.275,-1.659,65
100-0,-47.88,62.24,-80.14,559.2,630.6,112.8,1.648,0.504,-1.140,92
100-1,41.91,81.27,-29.54,247.3,170.2,-420.9,1.446,0.092,0.855,21
100-2,166.47,84.60,-178.95,173.9,919.8,-97.5,3.190,0.315,0.035,40
100-3,-163.49,70.96,-154.09,240.2,1045.5,24.9,3.079,0.309,-0.915,38
100-4,-174.85,69.72,-154.40,76.2,1181.2,223.5,2.332,0.906,-1.544,38
100-5,-157.37,54.99,-125.70,469.5,1608.1,607.4,3.482,1.762,-1.566,65
100-0,-15.14,30.22,-56.36,337.3,1196.0,-19.1,0.368,0.184,-1.048,93
100-1,55.32,62.21,-24.14,184.1,430.4,-394.9,0.724,-0.703,-0.273,28
100-2,9.11,49.29,18.23,157.2,1451.0,-20.1,2.520,-0.603,-1.780,41
100-3,-12.35,55.85,-3.79,10.5,1589.7,82.9,2.704,-0.027,-1.316,37
100-4,-17.38,57.12,5.25,-38.9,1514.2,180.5,2.301,0.827,-1.422,37
100-5,-41.11,59.76,-3.16,-404.6,1433.2,-35.0,1.549,0.125,-1.568,65
100-0,-6.88,-12.68,-49.14,-91.1,1279.3,184.2,-1.036,0.877,-2.089,93
100-1,55.25,45.54,-33.46,213.9,216.2,-302.9,0.055,0.727,-1.203,28
100-2,9.08,5.56,9.66,124.6,825.7,0.0,-0.121,0.372,-2.311,42
100-3,-6.52,10.01,0.93,191.6,703.4,88.2,-0.160,0.017,-1.970,37
100-4,-13.09,17.14,13.82,62.9,669.5,53.8,0.058,-0.627,-1.131,38
100-5,-32.19,27.93,18.86,39.4,560.7,281.1,0.121,-0.363,-0.346,65
100-0,-6.98,-47.64,-50.51,104.8,484.1,139.8,-3.693,-0.410,0.250,93
100-1,66.67,39.16,-26.73,185.8,-95.4,-121.0,0.399,0.377,0.425,30
100-2,15.55,-8.33,7.54,198.8,194.0,15.2,-0.247,-0.239,-0.113,39
100-3,-0.45,-3.60,-0.35,156.8,259.6,82.5,-0.357,-0.202,-0.622,37
100-4,-9.70,2.04,14.21,106.5,253.4,61.9,-0.439,0.016,-0.748,38
100-5,-31.09,11.28,20.45,43.2,272.3,154.4,-0.519,-0.001,-0.946,65
100-0,3.83,-40.69,-54.05,301.5,-376.7,15.0,-0.448,0.305,0.021,93
100-1,73.47,37.68,-23.00,73.9,-66.7,-4.4,0.243,0.460,0.290,31
100-2,21.36,-11.70,5.45,87.4,-6.1,12.4,-0.509,0.533,-0.397,40
100-3,5.48,-9.01,-2.71,53.8,-34.4,17.6,-0.426,0.535,-0.784,36
100-4,-7.06,-1.67,13.39,35.5,-64.3,-0.9,-0.496,0.578,-0.899,38
100-5,-29.31,7.73,19.21,30.9,-121.1,-23.9,-0.374,0.558,-0.801,65
100-0,9.53,-32.20,-52.28,-48.1,-145.4,-41.6,-0.502,1.034,0.801,93
100-1,73.56,39.85,-21.44,-112.5,-34.7,96.8,0.252,0.376,0.236,30
100-2,21.16,-8.61,7.19,-62.1,-208.7,-43.0,-0.321,0.428,-0.530,41
100-3,5.42,-3.69,-0.97,-62.8,-296.2,-87.6,-0.119,0.358,-0.739,37
100-4,-6.77,6.13,14.59,-24.1,-382.7,-109.8,-0.077,0.248,-0.833,38
100-5,-29.94,19.25,15.56,-3.1,-589.5,-114.3,-0.007,0.179,-0.790,64
100-0,0.52,-26.50,-48.70,-253.2,-302.5,-121.1,-1.110,-0.090,0.544,93
100-1,66.46,45.70,-22.67,-220.4,-44.5,232.5,0.527,0.026,0.177,31
100-2,17.07,1.75,12.84,-113.9,-437.4,-66.0,0.331,0.036,-0.554,41
100-3,3.09,12.54,4.31,-89.7,-572.2,-136.0,0.877,0.032,-0.532,37
100-4,-6.26,27.72,17.92,-13.1,-634.5,-181.0,1.309,0.255,-0.233,38
100-5,-37.09,48.22,3.15,-11.7,-838.3,-222.5,1.762,0.369,-0.068,64
100-0,-6.15,-5.76,-44.13,-28.2,-829.7,-181.9,-0.453,-0.325,0.124,93
100-1,52.28,56.43,-28.17,-302.8,-67.5,341.2,1.076,0.101,0.745,32
100-2,14.56,20.64,21.03,-97.2,-646.5,-80.3,1.592,-0.412,0.032,41
100-3,2.25,35.65,11.21,-97.4,-694.9,-143.6,2.098,-0.507,0.288,36
100-4,-1.99,50.65,24.99,3.0,-663.7,-219.5,2.350,-0.010,0.224,38
100-5,-61.52,75.06,-23.22,-51.5,-614.2,-357.6,2.614,-0.144,0.334,64
100-0,-5.28,30.28,-41.99,28.2,-1134.7,-153.3,1.031,-0.170,-0.321,93
100-1,28.71,64.86,-44.47,-195.2,11.0,281.5,1.488,0.533,1.063,30
100-2,18.37,43.72,32.25,-24.1,-681.0,-68.0,2.662,-0.522,1.507,41
100-3,7.60,60.59,21.23,-14.7,-659.8,-105.4,2.909,-0.953,1.729,37
100-4,21.04,72.43,49.11,58.8,-556.1,-175.5,3.009,-0.684,1.259,38
100-5,-174.30,76.80,-136.71,5.8,-490.8,-294.0,3.093,-0.985,0.928,64
100-0,-18.80,68.32,-52.13,-437.6,-855.9,175.8,3.442,0.301,-0.504,93
100-1,12.25,65.87,-59.64,6.9,40.0,63.2,1.464,1.154,1.865,28
100-2,28.93,59.40,45.73,-41.1,-241.3,7.4,2.873,-0.512,3.580,41
100-3,22.59,75.85,37.59,4.3,-142.3,11.3,2.772,-1.520,3.387,38
100-4,71.39,79.57,98.27,21.4,-16.2,33.6,3.173,-1.240,2.323,38
100-5,178.12,71.84,-145.13,19.4,109.1,115.2,2.567,-1.500,0.773,65
100-0,-38.10,67.78,-65.67,192.7,463.0,130.8,2.467,-0.845,-0.361,93
100-1,18.71,62.48,-55.94,201.2,126.8,-186.2,1.350,0.869,1.509,17
100-2,22.88,55.70,38.94,9.9,436.5,94.1,2.713,-0.819,2.441,42
100-3,6.42,68.24,19.84,35.1,527.2,173.7,2.792,-1.381,2.001,38
100-4,15.22,75.53,41.82,-2.4,498.6,272.8,2.936,-0.950,1.299,39
100-5,-125.19,77.95,-88.82,90.7,469.5,390.3,2.766,-1.011,0.677,64
100-0,-22.23,45.92,-57.12,286.3,716.2,199.1,1.283,-0.188,-0.265,93
100-1,38.54,53.60,-44.21,309.5,112.5,-331.1,0.931,0.460,0.929,22
100-2,13.04,39.07,23.52,84.4,602.6,186.5,2.007,-0.501,0.783,42
100-3,-5.13,46.45,3.81,82.7,674.6,279.3,2.108,-0.501,0.541,38
100-4,-10.98,53.95,12.61,31.0,662.6,354.8,2.130,-0.089,0.292,38
100-5,-59.38,60.14,-23.79,75.5,640.4,480.0,1.685,-0.067,-0.078,65
100-0,-10.73,13.68,-54.40,294.9,1069.5,150.7,0.454,0.134,-0.764,93
100-1,56.20,42.95,-35.02,312.6,35.3,-330.8,0.303,0.390,0.280,23
100-2,11.06,17.56,10.85,121.4,687.2,189.8,1.392,-0.052,-0.034,42
100-3,-7.32,20.66,-5.11,75.2,713.4,312.5,1.467,-0.118,-0.057,37
100-4,-17.20,28.35,3.26,-26.5,621.3,382.3,1.290,0.288,-0.191,38
100-5,-52.09,36.29,-15.11,10.9,487.7,498.2,1.055,0.203,-0.035,65
