100-1,87.48,49.70,8.00,-338.3,-111.2,960.5,3.006,-0.701,0.819,31
100-2,26.31,10.16,24.31,-111.0,-1283.8,-14.9,4.943,-0.263,-2.114,38
100-3,11.64,21.16,14.20,-57.9,-1272.1,-216.6,5.414,0.471,-1.800,35
100-4,2.80,32.77,29.76,131.5,-1254.1,-436.2,4.744,2.283,-2.167,37
100-5,-5.52,64.19,30.74,192.3,-1366.8,-572.2,4.293,2.573,-1.906,64
100-0,7.66,42.59,-26.56,-227.4,-1603.5,-58.1,1.320,0.636,-3.334,93
100-1,24.02,84.68,-44.15,-263.2,-106.9,1107.1,3.499,0.987,1.529,28
100-2,36.43,53.73,52.80,-179.0,-1456.0,48.2,5.653,-0.879,-0.560,40
100-3,37.12,68.62,53.58,-67.5,-1640.7,-139.6,6.652,-2.270,-0.290,35
100-4,81.38,71.79,113.78,246.4,-1698.6,-319.8,5.820,-1.074,-0.700,38
100-5,152.82,50.34,-164.35,-195.0,-1627.1,-297.8,6.235,-0.912,-1.034,64
100-0,-161.35,82.75,176.31,-437.7,-1409.5,406.2,4.384,-0.296,-1.951,93
100-1,-74.78,67.43,-137.89,-89.5,177.1,284.6,2.455,-0.071,2.168,30
100-2,138.45,70.61,164.92,16.6,-706.4,373.3,5.680,0.302,6.487,39
100-3,157.09,58.70,-178.35,87.3,-550.7,216.0,5.067,-1.521,5.679,36
100-4,154.77,47.15,-172.57,94.9,-204.4,211.5,4.876,-0.918,2.634,37
100-5,156.70,20.43,-155.96,302.4,20.3,187.5,4.830,-0.807,-0.320,65
100-0,-129.69,74.90,-148.15,218.8,246.6,241.2,1.835,-0.730,-0.307,93
100-1,-54.86,61.27,-120.12,170.7,203.8,-138.9,1.076,0.034,-0.031,27
100-2,156.36,79.21,-178.33,128.2,592.8,66.6,3.119,1.085,0.492,41
100-3,174.30,70.05,-164.79,163.7,674.7,139.3,3.508,1.012,0.287,37
100-4,158.89,62.84,-170.36,-3.5,662.7,136.1,3.096,1.540,-0.370,37
100-5,169.98,40.94,-150.05,213.3,841.1,219.8,3.344,1.940,-1.080,65
100-0,-74.92,75.23,-97.87,150.4,511.6,-53.5,1.991,-0.597,-0.952,93
100-1,-30.06,65.91,-100.67,180.6,-50.7,-320.7,0.714,0.278,0.050,29
100-2,20.44,72.19,41.56,126.1,817.9,-98.9,2.342,-0.077,-0.196,41
100-3,3.15,78.69,21.32,44.9,955.6,-24.1,2.749,-0.169,-0.118,37
100-4,40.82,80.33,70.27,-46.9,1035.9,90.7,2.545,0.365,-0.838,38
100-5,146.33,79.16,-173.45,-214.9,1196.5,68.1,2.182,0.129,-0.979,64
100-0,-17.63,55.39,-44.26,239.2,1000.4,-35.1,0.883,-0.218,-0.927,93
100-1,8.77,71.93,-66.73,216.4,-130.0,-403.6,0.879,0.361,0.515,28
100-2,17.66,45.00,33.62,109.3,702.2,-126.7,1.586,-0.790,0.334,41
100-3,2.18,45.72,18.45,58.4,822.6,33.2,1.506,-0.916,-0.496,36
100-4,4.16,48.83,34.41,-84.3,880.8,98.4,1.489,-0.540,-0.806,38
100-5,-3.70,61.45,41.89,-180.0,895.9,250.9,0.867,0.014,-0.718,65
100-0,-2.20,13.67,-36.28,283.5,1282.8,16.5,-0.313,0.315,-1.540,93
100-1,57.88,67.07,-23.26,196.5,-143.7,-396.4,0.767,0.488,0.399,29
100-2,18.66,21.95,27.06,140.6,616.4,-3.2,0.783,-0.262,-0.574,40
100-3,2.54,23.06,13.35,103.8,554.6,126.0,0.767,-0.063,-0.460,36
100-4,-2.08,25.59,27.47,-41.0,480.1,136.8,0.605,0.358,-0.488,38
100-5,-16.78,39.62,32.79,-157.8,377.4,290.3,0.180,0.316,-0.582,65
100-0,5.43,-21.96,-40.14,106.9,493.8,24.2,-2.313,0.680,0.983,93
100-1,78.59,55.09,-5.46,110.8,-106.6,-348.9,0.532,-0.228,0.529,31
100-2,21.34,4.00,21.02,70.6,468.7,-28.4,0.313,-0.123,-0.449,40
100-3,4.28,5.77,9.02,26.1,463.1,61.2,0.249,0.117,-0.707,36
100-4,-5.84,10.86,24.42,-92.9,323.3,85.2,-0.152,0.113,-0.904,37
100-5,-25.42,29.36,27.56,-175.4,108.5,169.1,-0.267,0.114,-0.433,65
100-0,4.84,-29.00,-40.52,33.7,112.6,-4.1,-0.533,-0.219,0.264,93
100-1,85.45,45.43,-1.43,81.5,-57.3,-208.5,0.170,-0.108,-0.189,32
100-2,23.19,-4.49,17.84,48.9,-65.3,-2.6,-0.727,0.267,-1.549,40
100-3,4.75,-1.51,6.91,17.2,-102.5,9.0,-0.371,0.484,-1.071,35
100-4,-8.22,8.17,22.39,-21.7,-239.9,16.1,-0.431,0.438,-1.067,38
100-5,-34.48,32.26,18.31,-56.2,-612.5,107.6,-0.548,0.056,-1.386,65
100-0,7.85,-32.72,-39.90,161.4,-16.3,-59.0,-1.329,0.130,0.277,93
100-1,95.53,40.23,12.69,-57.8,-526.3,-103.4,0.083,0.696,-0.740,31
100-2,24.19,11.61,25.50,-56.9,-906.1,-23.2,-0.150,0.500,-1.017,40
100-3,5.51,15.29,11.38,-73.4,-1030.7,-156.6,0.014,0.412,-1.231,36
100-4,-11.04,34.00,20.34,-107.6,-1174.4,-50.8,0.605,-0.490,-0.454,37
100-5,-66.98,54.35,-22.64,-97.9,-1270.5,78.7,0.503,-0.242,-0.918,65
100-0,9.31,-22.14,-33.35,68.2,-657.6,-147.6,-0.581,0.846,0.210,93
100-1,104.08,32.18,40.63,-369.6,-735.0,-72.0,1.338,1.157,0.142,22
100-2,23.24,50.13,40.69,-324.9,-1102.7,240.0,1.042,-0.891,-0.257,39
100-3,-7.38,59.95,6.27,-136.9,-1181.8,384.6,0.724,0.043,-0.305,35
100-4,-58.72,70.45,-32.41,-88.1,-1298.7,234.2,1.255,1.102,-0.379,37
100-5,-139.04,47.79,-100.61,-140.1,-1171.5,-494.5,1.988,1.154,0.014,65
100-0,-2.49,-3.13,-30.00,-698.7,-235.3,100.3,1.211,-0.047,1.075,93
100-1,106.90,24.33,74.98,-145.1,-769.2,83.2,1.546,1.243,0.273,33
100-2,27.79,83.36,52.58,-115.5,-542.9,114.1,1.379,0.322,0.522,41
100-3,-106.78,77.17,-90.61,-186.1,-533.2,51.3,1.420,-0.400,-0.015,36
100-4,-137.71,59.33,-115.28,-135.0,-516.1,49.8,1.179,-1.223,-0.701,38
100-5,-160.62,28.08,-126.83,-141.7,-434.0,-110.0,1.163,-1.218,-0.911,64
100-0,-15.94,-3.11,-29.75,117.9,171.1,12.9,0.363,-1.754,1.030,93
100-1,108.49,22.65,88.24,-83.6,-125.8,14.2,1.333,1.005,-0.311,36
100-2,178.09,82.16,-153.44,-37.7,-214.9,21.9,1.601,-0.668,-0.259,40
100-3,-142.40,68.45,-124.22,-30.5,-170.8,-24.5,2.064,-0.827,-0.170,36
100-4,-147.99,49.82,-126.04,-34.2,-57.9,-46.0,2.141,-0.981,-0.687,38
100-5,-165.61,23.28,-131.50,-37.4,70.5,-23.7,1.701,-0.990,-1.014,65
100-0,-4.41,-6.79,-29.02,217.7,68.1,15.7,0.048,0.965,2.718,93
100-1,108.48,24.71,88.32,68.5,105.7,79.8,1.152,1.433,-0.360,35
100-2,166.56,81.33,-164.91,23.3,118.5,-69.3,1.739,-0.286,-0.270,41
100-3,-143.74,70.82,-126.19,28.3,173.8,-61.0,1.767,-0.485,-0.232,37
100-4,-146.68,54.59,-124.62,-8.3,263.6,-48.9,1.499,-0.526,-0.546,38
100-5,-163.47,31.52,-127.63,-41.5,386.1,112.4,1.402,-0.244,-0.654,65
100-0,-6.73,-6.25,-29.60,-69.3,-96.2,-11.8,0.187,-0.276,1.585,93
100-1,109.55,33.02,83.12,84.3,360.0,58.0,3.016,2.489,0.069,35
100-2,63.52,85.24,91.03,-11.6,636.8,-94.9,1.668,0.095,1.266,41
100-3,-83.66,80.39,-65.92,-15.3,892.2,-101.1,2.223,0.019,0.706,36
100-4,-114.30,71.96,-87.37,-79.5,1100.8,-103.4,2.389,-0.220,0.142,38
100-5,-144.70,54.92,-96.76,-84.4,1386.2,569.6,2.776,-0.477,0.022,65
100-0,-8.06,-2.68,-30.49,-123.3,-122.4,71.1,0.459,0.079,1.084,93
100-1,93.48,44.92,51.02,254.6,1220.2,210.0,0.955,1.022,-0.664,36
100-2,11.87,42.22,32.67,115.8,1993.0,74.1,2.849,-1.052,-0.243,38
100-3,-7.63,41.53,13.73,-33.8,1911.4,-12.8,2.753,-2.186,-0.347,36
100-4,-23.99,38.51,16.82,5.7,1923.2,60.8,3.496,-0.939,-0.571,38
100-5,-41.90,41.69,14.54,398.2,1662.8,-481.7,2.943,0.735,0.095,65
100-0,-16.47,-6.32,-34.22,-260.1,475.3,89.4,1.115,-0.987,0.632,93
100-1,62.59,39.77,-5.68,330.9,715.7,24.3,-0.267,1.437,-1.469,36
100-2,17.53,-9.36,19.16,219.1,579.2,-113.9,-0.744,1.008,0.581,40
100-3,-2.25,-6.47,13.09,271.6,515.5,50.3,-0.388,1.561,0.895,37
100-4,-12.45,-4.18,29.59,214.1,824.4,63.7,0.007,-0.189,0.557,38
100-5,-29.07,9.71,40.90,288.0,334.7,394.4,-0.023,-0.391,-0.166,65
100-0,-14.75,-29.73,-31.48,621.5,585.2,201.4,-0.648,-0.708,-1.142,93
100-1,65.13,31.43,-15.33,173.9,113.6,-178.1,0.211,1.252,1.191,35
100-2,24.04,-23.11,16.78,81.6,311.2,-64.9,-0.497,-0.214,1.188,39
100-3,4.01,-21.50,11.43,79.3,360.4,111.9,-0.314,0.133,0.190,36
100-4,-10.73,-22.01,30.68,-49.5,322.9,73.5,-0.060,-0.015,0.023,38
100-5,-29.23,-4.59,41.77,-126.5,195.9,41.5,-0.269,-0.487,-0.683,65
100-0,8.30,-45.75,-36.54,-77.7,82.2,-8.2,-1.838,2.384,0.540,93
100-1,69.12,24.49,-14.90,22.4,-7.7,-114.2,-0.160,-0.469,-0.189,36
100-2,26.10,-30.67,14.29,-7.6,86.2,-20.0,-0.256,-0.261,-1.708,40
100-3,5.54,-29.25,8.86,-12.8,36.1,36.2,-0.242,-0.026,-2.186,36
100-4,-12.61,-27.72,30.58,-23.6,-109.1,23.3,-0.327,0.046,-2.267,38
100-5,-32.60,-7.39,41.81,3.7,-259.3,-15.1,-0.367,0.182,-2.036,65
100-0,-3.49,-46.49,-35.54,-226.1,-0.4,-75.3,-1.636,-0.569,-0.467,93
100-1,67.07,25.70,-13.29,-153.4,-3.1,157.6,0.124,-0.279,0.443,36
100-2,21.60,-25.48,17.02,-139.9,-264.1,-15.2,-0.112,0.012,-1.391,39
100-3,3.40,-21.12,9.98,-94.6,-385.4,-74.5,0.244,0.190,-1.688,36
100-4,-12.18,-14.89,28.71,-12.2,-576.8,-72.1,0.488,0.397,-1.716,38
100-5,-30.24,10.72,34.78,177.1,-861.8,-187.6,0.695,0.702,-1.854,65
100-0,-8.53,-29.65,-32.88,-92.2,-853.4,-154.8,-1.496,0.427,-0.713,93
100-1,54.15,31.97,-20.88,-355.7,124.6,292.4,0.257,0.016,0.453,35
100-2,13.98,-12.06,22.35,-181.2,-583.8,-33.6,0.795,-0.255,-1.655,39
100-3,-0.93,-1.03,14.22,-120.1,-745.2,-155.6,1.593,0.169,-1.534,36
100-4,-11.56,12.18,28.09,39.9,-907.0,-204.1,1.951,0.424,-1.316,38
100-5,-26.50,46.08,28.12,117.3,-976.3,-390.9,1.558,0.424,-0.674,65
100-0,-14.87,5.56,-33.12,-217.7,-1070.9,-242.7,-0.604,-0.177,-0.942,93
100-1,33.13,41.73,-30.37,-447.7,-205.9,351.5,0.556,-0.368,-0.040,35
100-2,10.26,22.19,31.82,-33.2,-1284.4,-150.3,3.751,0.052,-0.877,40
100-3,-0.48,42.06,21.13,35.3,-1454.2,-189.1,4.745,-0.495,-0.509,36
100-4,-3.52,59.51,33.46,77.9,-1460.2,-372.2,4.031,0.118,-0.192,38
100-5,-167.82,76.03,-124.20,205.3,-1596.8,-184.5,4.301,3.608,-0.416,65
100-0,-24.16,51.46,-42.82,-131.8,-1445.6,-127.8,0.981,0.408,-2.236,93
100-1,3.03,53.97,-50.29,-309.9,-78.1,475.1,1.775,-0.347,2.117,34
100-2,27.18,65.82,53.69,105.0,-1040.5,181.8,4.583,-1.013,2.110,40
100-3,80.13,86.94,104.24,-9.2,-936.2,-63.1,4.584,-0.883,1.762,36
100-4,146.43,73.26,179.85,236.5,-853.8,-239.3,4.423,-0.904,1.228,38
100-5,163.91,40.87,-153.06,64.2,-490.7,-353.2,3.844,-1.457,-0.035,65
100-0,-136.73,66.94,-148.90,-218.2,-832.1,-90.4,6.268,-3.371,-2.870,93
100-1,-18.31,48.41,-71.91,116.8,241.0,226.3,1.781,1.621,3.163,32
100-2,119.39,83.74,144.61,82.4,-226.6,159.8,3.308,-0.212,4.298,40
100-3,173.14,69.48,-164.11,110.5,-53.1,110.4,4.010,-1.334,3.131,37
